{'eps': 0, 'objective/kl': '0.4097', 'objective/entropy': '-203.8', 'objective/non_score_reward': '-0.02868', 'objective/rlhf_reward': '-0.6888', 'objective/scores': '-0.6602', 'policy/approxkl_avg': '0.0004996', 'policy/clipfrac_avg': '0.004562', 'loss/policy_avg': '0.06202', 'loss/value_avg': '25.87', 'val/clipfrac_avg': '0.08664', 'policy/entropy_avg': '0.2885', 'val/ratio': '1', 'val/ratio_var': '4.872e-07', 'val/num_eos_tokens': 54, 'lr': '2.984e-06', 'episode': 128, 'epoch': '0.005329'}
{'eps': 0, 'objective/kl': '0.3947', 'objective/entropy': '-236.5', 'objective/non_score_reward': '-0.02763', 'objective/rlhf_reward': '-0.6409', 'objective/scores': '-0.6133', 'policy/approxkl_avg': '0.0004696', 'policy/clipfrac_avg': '0.005105', 'loss/policy_avg': '0.05661', 'loss/value_avg': '27.28', 'val/clipfrac_avg': '0.1048', 'policy/entropy_avg': '0.2787', 'val/ratio': '0.9999', 'val/ratio_var': '5.633e-07', 'val/num_eos_tokens': 51, 'lr': '2.968e-06', 'episode': 192, 'epoch': '0.007994'}
{'eps': 0, 'objective/kl': '0.3391', 'objective/entropy': '-172.9', 'objective/non_score_reward': '-0.02374', 'objective/rlhf_reward': '-0.6448', 'objective/scores': '-0.6211', 'policy/approxkl_avg': '0.000562', 'policy/clipfrac_avg': '0.00568', 'loss/policy_avg': '0.0456', 'loss/value_avg': '24.93', 'val/clipfrac_avg': '0.08493', 'policy/entropy_avg': '0.2938', 'val/ratio': '1', 'val/ratio_var': '5.89e-07', 'val/num_eos_tokens': 54, 'lr': '2.952e-06', 'episode': 256, 'epoch': '0.01066'}
{'eps': 0, 'objective/kl': '0.5062', 'objective/entropy': '-163.3', 'objective/non_score_reward': '-0.03543', 'objective/rlhf_reward': '-0.5706', 'objective/scores': '-0.5352', 'policy/approxkl_avg': '0.0005883', 'policy/clipfrac_avg': '0.005742', 'loss/policy_avg': '0.03313', 'loss/value_avg': '23.1', 'val/clipfrac_avg': '0.07219', 'policy/entropy_avg': '0.2814', 'val/ratio': '1', 'val/ratio_var': '6.865e-07', 'val/num_eos_tokens': 53, 'lr': '2.936e-06', 'episode': 320, 'epoch': '0.01332'}
{'eps': 0, 'objective/kl': '0.5433', 'objective/entropy': '-45.4', 'objective/non_score_reward': '-0.03803', 'objective/rlhf_reward': '-0.624', 'objective/scores': '-0.5859', 'policy/approxkl_avg': '0.0006833', 'policy/clipfrac_avg': '0.005362', 'loss/policy_avg': '0.02904', 'loss/value_avg': '23.36', 'val/clipfrac_avg': '0.07328', 'policy/entropy_avg': '0.3628', 'val/ratio': '0.9999', 'val/ratio_var': '9.929e-07', 'val/num_eos_tokens': 41, 'lr': '2.92e-06', 'episode': 384, 'epoch': '0.01599'}
{'eps': 0, 'objective/kl': '0.3825', 'objective/entropy': '-108.1', 'objective/non_score_reward': '-0.02677', 'objective/rlhf_reward': '-0.7416', 'objective/scores': '-0.7148', 'policy/approxkl_avg': '0.0005859', 'policy/clipfrac_avg': '0.005638', 'loss/policy_avg': '0.03682', 'loss/value_avg': '22.85', 'val/clipfrac_avg': '0.08099', 'policy/entropy_avg': '0.3115', 'val/ratio': '1', 'val/ratio_var': '7.641e-07', 'val/num_eos_tokens': 43, 'lr': '2.904e-06', 'episode': 448, 'epoch': '0.01865'}
{'eps': 0, 'objective/kl': '0.1997', 'objective/entropy': '-235', 'objective/non_score_reward': '-0.01398', 'objective/rlhf_reward': '-0.6937', 'objective/scores': '-0.6797', 'policy/approxkl_avg': '0.0004765', 'policy/clipfrac_avg': '0.004823', 'loss/policy_avg': '0.05903', 'loss/value_avg': '24.1', 'val/clipfrac_avg': '0.0777', 'policy/entropy_avg': '0.3167', 'val/ratio': '1', 'val/ratio_var': '7.091e-07', 'val/num_eos_tokens': 55, 'lr': '2.888e-06', 'episode': 512, 'epoch': '0.02132'}
{'eps': 0, 'objective/kl': '0.5024', 'objective/entropy': '-231.4', 'objective/non_score_reward': '-0.03517', 'objective/rlhf_reward': '-0.6094', 'objective/scores': '-0.5742', 'policy/approxkl_avg': '0.0004581', 'policy/clipfrac_avg': '0.00503', 'loss/policy_avg': '0.06825', 'loss/value_avg': '23.44', 'val/clipfrac_avg': '0.08522', 'policy/entropy_avg': '0.2341', 'val/ratio': '1', 'val/ratio_var': '6.073e-07', 'val/num_eos_tokens': 52, 'lr': '2.872e-06', 'episode': 576, 'epoch': '0.02398'}
{'eps': 0, 'objective/kl': '0.885', 'objective/entropy': '-119.5', 'objective/non_score_reward': '-0.06195', 'objective/rlhf_reward': '-0.517', 'objective/scores': '-0.4551', 'policy/approxkl_avg': '0.0006816', 'policy/clipfrac_avg': '0.005896', 'loss/policy_avg': '0.01714', 'loss/value_avg': '19.15', 'val/clipfrac_avg': '0.05949', 'policy/entropy_avg': '0.3076', 'val/ratio': '0.9998', 'val/ratio_var': '9.103e-07', 'val/num_eos_tokens': 50, 'lr': '2.856e-06', 'episode': 640, 'epoch': '0.02665'}
{'eps': 0, 'objective/kl': '0.6744', 'objective/entropy': '-183.8', 'objective/non_score_reward': '-0.04721', 'objective/rlhf_reward': '-0.7113', 'objective/scores': '-0.6641', 'policy/approxkl_avg': '0.0005412', 'policy/clipfrac_avg': '0.005552', 'loss/policy_avg': '0.03155', 'loss/value_avg': '21.17', 'val/clipfrac_avg': '0.06289', 'policy/entropy_avg': '0.3223', 'val/ratio': '0.9999', 'val/ratio_var': '6.343e-07', 'val/num_eos_tokens': 48, 'lr': '2.84e-06', 'episode': 704, 'epoch': '0.02931'}
{'eps': 0, 'objective/kl': '0.5901', 'objective/entropy': '-104.5', 'objective/non_score_reward': '-0.04131', 'objective/rlhf_reward': '-0.6507', 'objective/scores': '-0.6094', 'policy/approxkl_avg': '0.000668', 'policy/clipfrac_avg': '0.006063', 'loss/policy_avg': '0.04747', 'loss/value_avg': '20.18', 'val/clipfrac_avg': '0.06832', 'policy/entropy_avg': '0.2916', 'val/ratio': '0.9999', 'val/ratio_var': '7.608e-07', 'val/num_eos_tokens': 50, 'lr': '2.824e-06', 'episode': 768, 'epoch': '0.03198'}
{'eps': 0, 'objective/kl': '0.4753', 'objective/entropy': '-176', 'objective/non_score_reward': '-0.03327', 'objective/rlhf_reward': '-0.7012', 'objective/scores': '-0.668', 'policy/approxkl_avg': '0.0005637', 'policy/clipfrac_avg': '0.005126', 'loss/policy_avg': '0.05042', 'loss/value_avg': '20.71', 'val/clipfrac_avg': '0.06915', 'policy/entropy_avg': '0.3154', 'val/ratio': '0.9999', 'val/ratio_var': '6.365e-07', 'val/num_eos_tokens': 52, 'lr': '2.809e-06', 'episode': 832, 'epoch': '0.03464'}
{'eps': 0, 'objective/kl': '0.3225', 'objective/entropy': '-187.6', 'objective/non_score_reward': '-0.02257', 'objective/rlhf_reward': '-0.7999', 'objective/scores': '-0.7773', 'policy/approxkl_avg': '0.000497', 'policy/clipfrac_avg': '0.005057', 'loss/policy_avg': '0.05121', 'loss/value_avg': '21.08', 'val/clipfrac_avg': '0.06389', 'policy/entropy_avg': '0.2828', 'val/ratio': '1', 'val/ratio_var': '7.099e-07', 'val/num_eos_tokens': 48, 'lr': '2.793e-06', 'episode': 896, 'epoch': '0.03731'}
{'eps': 0, 'objective/kl': '0.6687', 'objective/entropy': '-77.75', 'objective/non_score_reward': '-0.04681', 'objective/rlhf_reward': '-0.6718', 'objective/scores': '-0.625', 'policy/approxkl_avg': '0.0005958', 'policy/clipfrac_avg': '0.004818', 'loss/policy_avg': '0.0133', 'loss/value_avg': '20.24', 'val/clipfrac_avg': '0.07287', 'policy/entropy_avg': '0.3123', 'val/ratio': '1', 'val/ratio_var': '7.68e-07', 'val/num_eos_tokens': 40, 'lr': '2.777e-06', 'episode': 960, 'epoch': '0.03997'}
{'eps': 0, 'objective/kl': '0.4689', 'objective/entropy': '-123.9', 'objective/non_score_reward': '-0.03282', 'objective/rlhf_reward': '-0.5133', 'objective/scores': '-0.4805', 'policy/approxkl_avg': '0.0005551', 'policy/clipfrac_avg': '0.005082', 'loss/policy_avg': '0.03075', 'loss/value_avg': '19.32', 'val/clipfrac_avg': '0.05703', 'policy/entropy_avg': '0.3178', 'val/ratio': '1', 'val/ratio_var': '6.186e-07', 'val/num_eos_tokens': 49, 'lr': '2.761e-06', 'episode': 1024, 'epoch': '0.04263'}
{'eps': 0, 'objective/kl': '0.6007', 'objective/entropy': '-118', 'objective/non_score_reward': '-0.04205', 'objective/rlhf_reward': '-0.7608', 'objective/scores': '-0.7188', 'policy/approxkl_avg': '0.0005993', 'policy/clipfrac_avg': '0.005198', 'loss/policy_avg': '0.03298', 'loss/value_avg': '20.54', 'val/clipfrac_avg': '0.06985', 'policy/entropy_avg': '0.3223', 'val/ratio': '0.9998', 'val/ratio_var': '6.824e-07', 'val/num_eos_tokens': 49, 'lr': '2.745e-06', 'episode': 1088, 'epoch': '0.0453'}
{'eps': 0, 'objective/kl': '0.4174', 'objective/entropy': '-154.7', 'objective/non_score_reward': '-0.02922', 'objective/rlhf_reward': '-0.5683', 'objective/scores': '-0.5391', 'policy/approxkl_avg': '0.000523', 'policy/clipfrac_avg': '0.005017', 'loss/policy_avg': '0.01706', 'loss/value_avg': '19.73', 'val/clipfrac_avg': '0.06992', 'policy/entropy_avg': '0.24', 'val/ratio': '0.9999', 'val/ratio_var': '6.281e-07', 'val/num_eos_tokens': 47, 'lr': '2.729e-06', 'episode': 1152, 'epoch': '0.04796'}
{'eps': 0, 'objective/kl': '0.5326', 'objective/entropy': '-121.8', 'objective/non_score_reward': '-0.03728', 'objective/rlhf_reward': '-0.6076', 'objective/scores': '-0.5703', 'policy/approxkl_avg': '0.000571', 'policy/clipfrac_avg': '0.004743', 'loss/policy_avg': '0.03141', 'loss/value_avg': '18.44', 'val/clipfrac_avg': '0.06006', 'policy/entropy_avg': '0.2725', 'val/ratio': '0.9999', 'val/ratio_var': '7.918e-07', 'val/num_eos_tokens': 47, 'lr': '2.713e-06', 'episode': 1216, 'epoch': '0.05063'}
{'eps': 0, 'objective/kl': '0.8818', 'objective/entropy': '-55.07', 'objective/non_score_reward': '-0.06173', 'objective/rlhf_reward': '-0.7531', 'objective/scores': '-0.6914', 'policy/approxkl_avg': '0.0007034', 'policy/clipfrac_avg': '0.005804', 'loss/policy_avg': '0.009535', 'loss/value_avg': '16.55', 'val/clipfrac_avg': '0.06155', 'policy/entropy_avg': '0.3186', 'val/ratio': '1', 'val/ratio_var': '8.327e-07', 'val/num_eos_tokens': 44, 'lr': '2.697e-06', 'episode': 1280, 'epoch': '0.05329'}
{'eps': 0, 'objective/kl': '0.9341', 'objective/entropy': '-53.39', 'objective/non_score_reward': '-0.06539', 'objective/rlhf_reward': '-0.7451', 'objective/scores': '-0.6797', 'policy/approxkl_avg': '0.0006575', 'policy/clipfrac_avg': '0.005106', 'loss/policy_avg': '0.02463', 'loss/value_avg': '18.73', 'val/clipfrac_avg': '0.06971', 'policy/entropy_avg': '0.3164', 'val/ratio': '0.9998', 'val/ratio_var': '8.201e-07', 'val/num_eos_tokens': 45, 'lr': '2.681e-06', 'episode': 1344, 'epoch': '0.05596'}
{'eps': 0, 'objective/kl': '0.5529', 'objective/entropy': '-130.6', 'objective/non_score_reward': '-0.0387', 'objective/rlhf_reward': '-0.6051', 'objective/scores': '-0.5664', 'policy/approxkl_avg': '0.00055', 'policy/clipfrac_avg': '0.004483', 'loss/policy_avg': '0.01747', 'loss/value_avg': '16.37', 'val/clipfrac_avg': '0.0679', 'policy/entropy_avg': '0.2969', 'val/ratio': '1', 'val/ratio_var': '6.826e-07', 'val/num_eos_tokens': 47, 'lr': '2.665e-06', 'episode': 1408, 'epoch': '0.05862'}
{'eps': 0, 'objective/kl': '0.6113', 'objective/entropy': '-59.09', 'objective/non_score_reward': '-0.04279', 'objective/rlhf_reward': '-0.5115', 'objective/scores': '-0.4688', 'policy/approxkl_avg': '0.0006393', 'policy/clipfrac_avg': '0.004966', 'loss/policy_avg': '-0.004971', 'loss/value_avg': '17.45', 'val/clipfrac_avg': '0.07978', 'policy/entropy_avg': '0.3139', 'val/ratio': '1', 'val/ratio_var': '7.207e-07', 'val/num_eos_tokens': 43, 'lr': '2.649e-06', 'episode': 1472, 'epoch': '0.06129'}
{'eps': 0, 'objective/kl': '0.8132', 'objective/entropy': '-130.4', 'objective/non_score_reward': '-0.05692', 'objective/rlhf_reward': '-0.6936', 'objective/scores': '-0.6367', 'policy/approxkl_avg': '0.0006014', 'policy/clipfrac_avg': '0.005337', 'loss/policy_avg': '0.01855', 'loss/value_avg': '15.64', 'val/clipfrac_avg': '0.09956', 'policy/entropy_avg': '0.2735', 'val/ratio': '0.9999', 'val/ratio_var': '8.384e-07', 'val/num_eos_tokens': 51, 'lr': '2.633e-06', 'episode': 1536, 'epoch': '0.06395'}
{'eps': 0, 'objective/kl': '1.234', 'objective/entropy': '-5.396', 'objective/non_score_reward': '-0.08636', 'objective/rlhf_reward': '-0.7348', 'objective/scores': '-0.6484', 'policy/approxkl_avg': '0.0007208', 'policy/clipfrac_avg': '0.005584', 'loss/policy_avg': '0.01659', 'loss/value_avg': '16.31', 'val/clipfrac_avg': '0.09016', 'policy/entropy_avg': '0.3783', 'val/ratio': '0.9998', 'val/ratio_var': '1.084e-06', 'val/num_eos_tokens': 39, 'lr': '2.617e-06', 'episode': 1600, 'epoch': '0.06662'}
